campaign_id,campaign_name,build_id,target_surface,rail_sort_order,surface_blocker,collection_name,collection_position,is_rail_item,rail_name,rail_position,product_name,brand,product_url,external_id,price,currency,stock_status,observed_at,annotation,row_flags
almost-fall-2026,Almost Fall,b004,beauty,10,,Liners & Smoky Shadow,3,TRUE,Build the fall eye,3,Angled Line + Smudge Brush,ILIA,https://iliabeauty.com/products/dual-ended-angled-line-smudge-eye-makeup-brush,,28,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,beauty,10,,Liners & Smoky Shadow,4,TRUE,Build the fall eye,4,Thru Line Waterproof Eyeliner,ILIA,https://iliabeauty.com/products/24h-thru-line-waterproof-eyeliner,,26,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,beauty,10,,Liners & Smoky Shadow,5,TRUE,Build the fall eye,5,Thru Line Waterproof Eyeliner,ILIA,https://iliabeauty.com/products/24h-thru-line-waterproof-eyeliner,,26,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,beauty,11,,"Amber, Woods & Spice",1,TRUE,Smell like fall first,1,Citrush Gold Eau de Parfum,Boy Smells,https://boysmells.com/products/citrush-gold-perfume-50ml,,70,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,beauty,11,,"Amber, Woods & Spice",2,TRUE,Smell like fall first,2,Citrush Gold Travel Spray,Boy Smells,https://boysmells.com/products/citrush-gold-travel-spray-perfume-10ml,,27,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,beauty,12,,One-Color Faces,1,TRUE,"One stick, whole look",1,Impressionist Multistick,Kosas,https://kosas.com/products/impressionist-multistick,,34,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,beauty,12,,One-Color Faces,2,TRUE,"One stick, whole look",2,Lip & Cheek Set,Kosas,https://kosas.com/products/lip-and-cheek-set,,32,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,travel,5,,Carry-Ons & Packing Kit,1,TRUE,Packed before the fare drops,1,Aluminum Carry-On,Monos,https://monos.com/products/aluminum-carry-on,,695,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,travel,5,,Carry-Ons & Packing Kit,2,TRUE,Packed before the fare drops,2,Sydney Checked Luggage 25in,Dagne Dover,https://www.dagnedover.com/products/sydney-checked-rolling-luggage-25-onyx,,675,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,travel,5,,Carry-Ons & Packing Kit,3,TRUE,Packed before the fare drops,3,Metro Travel Wallet,Monos,https://monos.com/products/metro-travel-passport-wallet,,95,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,travel,5,,Carry-Ons & Packing Kit,4,TRUE,Packed before the fare drops,4,Mila Toiletry Organizer Small,Dagne Dover,https://www.dagnedover.com/products/mila-toiletry-organizer-small-onyx,,60,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,travel,5,,Carry-Ons & Packing Kit,5,TRUE,Packed before the fare drops,5,Hunter Toiletry Bag Small,Dagne Dover,https://www.dagnedover.com/products/hunter-toiletry-bag-small-camel,,55,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,travel,13,,Weekenders & One-Bag Trips,1,TRUE,"Three days, one bag",1,Haven 16in Laptop Tote,Calpak,https://www.calpaktravel.com/products/haven-16-laptop-tote-in-vegan-suede,,218,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,travel,13,,Weekenders & One-Bag Trips,2,TRUE,"Three days, one bag",2,Haven 15in Laptop Tote,Calpak,https://www.calpaktravel.com/products/haven-15-laptop-tote-bag-in-vegan-suede,,198,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,travel,13,,Weekenders & One-Bag Trips,3,TRUE,"Three days, one bag",3,Landon Carryall Small,Dagne Dover,https://www.dagnedover.com/products/landon-carryall-small-storm-reset,,170,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,travel,13,,Weekenders & One-Bag Trips,4,TRUE,"Three days, one bag",4,Haven Mini Crossbody,Calpak,https://www.calpaktravel.com/products/haven-mini-crossbody-bag-in-vegan-suede,,115,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,travel,13,,Weekenders & One-Bag Trips,5,TRUE,"Three days, one bag",5,Jax Large Fanny Pack,Dagne Dover,https://www.dagnedover.com/products/jax-large-fanny-pack-onyx-shearling,,102,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,outdoors_sports,7,SUB_GROUP_BLOCKED,"Merino, Fleece & First Layers",1,TRUE,Layers for the first cold morning,1,Womens Hyde Merino Wool Hoodie Full Zip,Ridge Merino,https://ridgemerino.com/products/clearance-womens-hyde-merino-wool-hoodie-full-zip-1,,112,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,outdoors_sports,7,SUB_GROUP_BLOCKED,"Merino, Fleece & First Layers",2,TRUE,Layers for the first cold morning,2,Mens Inversion Heavyweight Base Layer Crew,Ridge Merino,https://ridgemerino.com/products/clearance-mens-inversion-base-layer-shirt,,77,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,outdoors_sports,7,SUB_GROUP_BLOCKED,"Merino, Fleece & First Layers",3,TRUE,Layers for the first cold morning,3,Mens Inversion Heavyweight Base Layer Bottoms,Ridge Merino,https://ridgemerino.com/products/clearance-mens-inversion-base-layer-bottoms,,77,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,outdoors_sports,7,SUB_GROUP_BLOCKED,"Merino, Fleece & First Layers",4,TRUE,Layers for the first cold morning,4,Mero Organic Flannel Shirt Womens,Cotopaxi,https://www.cotopaxi.com/products/mero-organic-flannel-shirt-womens-4,,66.5,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,outdoors_sports,7,SUB_GROUP_BLOCKED,"Merino, Fleece & First Layers",5,TRUE,Layers for the first cold morning,5,Womens Inversion Heavyweight Base Layer Leggings,Ridge Merino,https://ridgemerino.com/products/clearance-womens-inversion-base-layer-leggings,,66,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,outdoors_sports,7,SUB_GROUP_BLOCKED,"Merino, Fleece & First Layers",6,TRUE,Layers for the first cold morning,6,Mero Organic Flannel Shirt Mens,Cotopaxi,https://www.cotopaxi.com/products/mero-organic-flannel-shirt-mens-3,,38,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,outdoors_sports,14,SUB_GROUP_BLOCKED,Trail Shoes & Town Gear,1,TRUE,Trail gear you can wear now,1,Field Pants Womens,Topo Designs,https://www.topodesigns.com/products/field-pants-womens,,129,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,outdoors_sports,14,SUB_GROUP_BLOCKED,Trail Shoes & Town Gear,2,TRUE,Trail gear you can wear now,2,Mountain Utility Tote,Topo Designs,https://www.topodesigns.com/products/mountain-utility-tote-duck-camo,,119,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,outdoors_sports,14,SUB_GROUP_BLOCKED,Trail Shoes & Town Gear,3,TRUE,Trail gear you can wear now,3,Pine Printshop Rope Cap,Topo Designs,https://www.topodesigns.com/products/topo-designs-x-cch-x-pine-printshop-rope-cap,,39.95,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,outdoors_sports,14,SUB_GROUP_BLOCKED,Trail Shoes & Town Gear,4,TRUE,Trail gear you can wear now,4,Teca Fleece Headband,Cotopaxi,https://www.cotopaxi.com/products/teca-fleece-headband-4,,12,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,outdoors_sports,15,SUB_GROUP_BLOCKED,"Patches, Wax & Waterproofing",1,TRUE,Fix last year's gear first,1,Camp & Trail Repair Kit,Gear Aid,https://www.gearaid.com/products/camp-trail-repair-kit,,12.95,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,outdoors_sports,15,SUB_GROUP_BLOCKED,"Patches, Wax & Waterproofing",2,TRUE,Fix last year's gear first,2,River & Sea Repair Kit,Gear Aid,https://www.gearaid.com/products/river-sea-repair-kit,,12.95,USD,in_stock,2026-08-07,,
